Flow ID	 Source IP	 Source Port	 Destination IP	 Destination Port	 Protocol	 Timestamp	 Flow Duration	 Total Fwd Packets	 Total Backward Packets	Total Length of Fwd Packets	 Total Length of Bwd Packets	 Fwd Packet Length Max	 Fwd Packet Length Min	 Fwd Packet Length Mean	 Fwd Packet Length Std	Bwd Packet Length Max	 Bwd Packet Length Min	 Bwd Packet Length Mean	 Bwd Packet Length Std	Flow Bytes/s	 Flow Packets/s	 Flow IAT Mean	 Flow IAT Std	 Flow IAT Max	 Flow IAT Min	Fwd IAT Total	 Fwd IAT Mean	 Fwd IAT Std	 Fwd IAT Max	 Fwd IAT Min	Bwd IAT Total	 Bwd IAT Mean	 Bwd IAT Std	 Bwd IAT Max	 Bwd IAT Min	Fwd PSH Flags	 Bwd PSH Flags	 Fwd URG Flags	 Bwd URG Flags	 Fwd Header Length	 Bwd Header Length	Fwd Packets/s	 Bwd Packets/s	 Min Packet Length	 Max Packet Length	 Packet Length Mean	 Packet Length Std	 Packet Length Variance	FIN Flag Count	 SYN Flag Count	 RST Flag Count	 PSH Flag Count	 ACK Flag Count	 URG Flag Count	 CWE Flag Count	 ECE Flag Count	 Down/Up Ratio	 Average Packet Size	 Avg Fwd Segment Size	 Avg Bwd Segment Size	 Fwd Header Length_1	Fwd Avg Bytes/Bulk	 Fwd Avg Packets/Bulk	 Fwd Avg Bulk Rate	 Bwd Avg Bytes/Bulk	 Bwd Avg Packets/Bulk	Bwd Avg Bulk Rate	Subflow Fwd Packets	 Subflow Fwd Bytes	 Subflow Bwd Packets	 Subflow Bwd Bytes	Init_Win_bytes_forward	 Init_Win_bytes_backward	 act_data_pkt_fwd	 min_seg_size_forward	Active Mean	 Active Std	 Active Max	 Active Min	Idle Mean	 Idle Std	 Idle Max	 Idle Min	 Label
192.168.10.3-192.168.10.9-389-1059-6	192.168.10.9	1059	192.168.10.3	389	6	03.07.2017 08:57	519267	15	10	4844.0	3982.0	1660.0	0.0	322.93333333333334	568.0938638070631	1268.0	0.0	398.2	498.0389989192056	16997.0362068069	48.14478871178026	21636.125000000004	74227.68339274277	315131.0	3.0	519267.0	37090.50000000001	95598.29674114332	315131.0	3.0	7445.0	827.2222222222222	1361.899204950368	3835.0	3.0	0	0	0	0	324	224	28.886873227068154	19.257915484712104	0.0	1660.0	339.4615384615384	525.5263442126746	276177.9384615386	0	0	0	1	0	0	0	0	0.0	353.04	322.93333333333334	398.2	324	0	0	0	0	0	0	15	4844	10	3982	8192	2050	13	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.9-389-1059-6	192.168.10.3	389	192.168.10.9	1059	6	03.07.2017 08:57	46	2	1	12.0	6.0	6.0	6.0	6.0	0.0	6.0	6.0	6.0	0.0	391304.347826087	65217.391304347824	23.0	26.870057685088806	42.0	4.0	4.0	4.0	0.0	4.0	4.0	0	0	0	0	0	0	0	0	0	40	20	43478.260869565216	21739.130434782608	6.0	6.0	6.0	0.0	0.0	1	0	0	0	1	0	0	0	0.0	8.0	6.0	6.0	40	0	0	0	0	0	0	2	12	1	6	0	256	1	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.9-139-1063-6	192.168.10.9	1063	192.168.10.3	139	6	03.07.2017 08:57	13230245	23	20	1976.0	2238.0	228.0	0.0	85.91304347826086	67.34369987640625	414.0	0.0	111.9	126.09891689505214	318.5126201366641	3.2501287769047362	315005.8333333334	2009537.6111586022	1.3026743E7	3.0	1.3230245E7	601374.7727272727	2775567.423710295	1.3026743E7	3.0	1.3229879E7	696309.4210526316	3034079.5698133768	1.322549E7	3.0	0	0	0	0	484	424	1.738440973693231	1.511687803211505	0.0	414.0	95.77272727272725	98.65393204869268	9732.598308668072	0	0	0	1	0	0	0	0	0.0	98.0	85.91304347826087	111.9	484	0	0	0	0	0	0	23	1976	20	2238	8192	2050	21	20	202580.0	0.0	202580.0	202580.0	1.3026743E7	0.0	1.3026743E7	1.3026743E7	BENIGN
192.168.10.3-192.168.10.9-139-1063-6	192.168.10.9	1063	192.168.10.3	139	6	03.07.2017 08:57	55	1	1	6.0	6.0	6.0	6.0	6.0	0.0	6.0	6.0	6.0	0.0	218181.81818181818	36363.63636363636	55.0	0.0	55.0	55.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	18181.81818181818	18181.81818181818	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	1.0	9.0	6.0	6.0	20	0	0	0	0	0	0	1	6	1	6	252	2050	0	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.12-389-56542-6	192.168.10.12	56542	192.168.10.3	389	6	03.07.2017 08:57	464	10	4	165.0	326.0	79.0	0.0	16.maj	33.01262384805748	163.0	0.0	81.5	94.108093877909	1058189.6551724137	30172.41379310345	35.69230769230769	28.018995388202317	101.0	0.0	464.0	51.55555555555556	53.012053136789355	163.0	0.0	320.0	106.66666666666667	100.74886269002411	223.0	48.0	0	0	0	0	336	144	21551.724137931033	8620.689655172413	0.0	163.0	32.73333333333334	59.52006464410211	3542.6380952380946	0	0	0	1	0	0	0	0	0.0	35.07142857142857	16.maj	81.5	336	0	0	0	0	0	0	10	165	4	326	29200	2081	3	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.12-389-56542-6	192.168.10.12	56542	192.168.10.3	389	6	03.07.2017 08:57	1	2	0	7.0	0.0	7.0	0.0	03.maj	4.949747468305833	0	0	0	0	7000000.0	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	1	0	0	0	64	0	2000000.0	0.0	0.0	7.0	4.666666666666666	4.041451884327381	16.333333333333336	0	1	0	0	1	0	0	0	0.0	7.0	03.maj	0.0	64	0	0	0	0	0	0	2	7	0	0	237	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.12-88-60484-6	192.168.10.12	60484	192.168.10.3	88	6	03.07.2017 08:57	1175	9	6	3110.0	3108.0	1555.0	0.0	345.5555555555556	685.690548117573	1554.0	0.0	518.0	802.4821493341767	5291914.893617021	12765.95744680851	83.92857142857144	219.18010307146403	842.0	1.0	1175.0	146.875	307.71482043327995	906.0	1.0	1036.0	207.2	358.963368604653	842.0	4.0	0	0	0	0	304	208	7659.574468085106	5106.382978723404	0.0	1555.0	388.625	695.1935821529615	483294.1166666665	0	0	0	1	0	0	0	0	0.0	414.53333333333336	345.55555555555554	518.0	304	0	0	0	0	0	0	9	3110	6	3108	29200	2081	2	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.12-389-56544-6	192.168.10.12	56544	192.168.10.3	389	6	03.07.2017 08:57	77216	19	11	3412.0	6654.0	1293.0	0.0	179.57894736842107	400.3188057021934	3069.0	0.0	604.9090909090908	1009.0265065443479	130361.58309158722	388.520513883133	2662.620689655173	13971.62259575201	75306.0	1.0	77216.0	4289.777777777778	17724.008391927717	75306.0	1.0	76926.0	7692.6	23970.093733650687	75912.0	1.0	0	0	0	0	624	368	246.06299212598424	142.45752175714875	0.0	3069.0	324.7096774193548	693.6665478238751	481173.2795698924	0	0	0	1	0	0	0	0	0.0	335.53333333333336	179.57894736842104	604.9090909090909	624	0	0	0	0	0	0	19	3412	11	6654	29200	2076	10	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.12-88-60488-6	192.168.10.12	60488	192.168.10.3	88	6	03.07.2017 08:57	1053	9	6	3110.0	3108.0	1555.0	0.0	345.5555555555556	685.690548117573	1554.0	0.0	518.0	802.4821493341767	5905033.238366572	14245.014245014247	75.21428571428572	204.37152389758165	782.0	1.0	1053.0	131.62500000000003	318.1257332295788	916.0	1.0	995.0	199.0	328.0891647098392	782.0	5.0	0	0	0	0	304	208	8547.008547008549	5698.005698005699	0.0	1555.0	388.625	695.1935821529615	483294.1166666665	0	0	0	1	0	0	0	0	0.0	414.53333333333336	345.55555555555554	518.0	304	0	0	0	0	0	0	9	3110	6	3108	29200	2081	2	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.12-389-56552-6	192.168.10.12	56552	192.168.10.3	389	6	03.07.2017 08:57	436	10	4	165.0	326.0	79.0	0.0	16.maj	33.01262384805748	163.0	0.0	81.5	94.108093877909	1126146.7889908256	32110.091743119265	33.53846153846154	25.796044220692007	87.0	1.0	436.0	48.44444444444444	47.59756062843744	148.0	1.0	302.0	100.66666666666667	91.22134253196086	206.0	48.0	0	0	0	0	336	144	22935.77981651376	9174.311926605504	0.0	163.0	32.73333333333334	59.52006464410211	3542.6380952380946	0	0	0	1	0	0	0	0	0.0	35.07142857142857	16.maj	81.5	336	0	0	0	0	0	0	10	165	4	326	29200	2081	3	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.12-389-56552-6	192.168.10.12	56552	192.168.10.3	389	6	03.07.2017 08:57	1	2	0	7.0	0.0	7.0	0.0	03.maj	4.949747468305833	0	0	0	0	7000000.0	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	1	0	0	0	64	0	2000000.0	0.0	0.0	7.0	4.666666666666666	4.041451884327381	16.333333333333336	0	1	0	0	1	0	0	0	0.0	7.0	03.maj	0.0	64	0	0	0	0	0	0	2	7	0	0	237	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.12-88-60494-6	192.168.10.12	60494	192.168.10.3	88	6	03.07.2017 08:57	1172	9	6	3110.0	3108.0	1555.0	0.0	345.5555555555556	685.690548117573	1554.0	0.0	518.0	802.4821493341767	5305460.750853242	12798.63481228669	83.71428571428572	220.34603156484036	846.0	1.0	1172.0	146.5	310.54698287284737	913.0	1.0	1046.0	209.2	360.5436173336036	846.0	3.0	0	0	0	0	304	208	7679.180887372013	5119.453924914676	0.0	1555.0	388.625	695.1935821529615	483294.1166666665	0	0	0	1	0	0	0	0	0.0	414.53333333333336	345.55555555555554	518.0	304	0	0	0	0	0	0	9	3110	6	3108	29200	2081	2	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.9-135-1028-6	192.168.10.9	1028	192.168.10.3	135	6	03.07.2017 08:56	56361247	23	12	1730.0	1784.0	168.0	0.0	75.21739130434783	81.8151778104656	268.0	0.0	148.66666666666666	84.88423489278404	62.34780433442149	0.6209940670759112	1657683.7352941176	5134992.092106875	2.1449915E7	1.0	5.6361247E7	2561874.8636363633	6245713.992100345	2.1449915E7	1.0	3.4693536E7	3153957.8181818184	6385923.393867011	2.0331895E7	3.0	0	0	0	0	484	264	0.4080818155070274	0.21291225156888385	0.0	268.0	97.61111111111111	89.26086257314336	7967.5015873015855	0	0	0	1	0	0	0	0	0.0	100.4	75.21739130434783	148.66666666666666	484	0	0	0	0	0	0	23	1730	12	1784	8192	2050	21	20	204149.0	5830.512756181913	210844.0	200187.0	1.1360298333333334E7	7620304.564800828	2.0131476E7	6367360.0	BENIGN
192.168.10.3-192.168.10.9-135-1028-6	192.168.10.9	1028	192.168.10.3	135	6	03.07.2017 08:57	73	1	1	6.0	6.0	6.0	6.0	6.0	0.0	6.0	6.0	6.0	0.0	164383.56164383562	27397.260273972603	73.0	0.0	73.0	73.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	13698.630136986301	13698.630136986301	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	1.0	9.0	6.0	6.0	20	0	0	0	0	0	0	1	6	1	6	253	2050	0	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.17-389-42095-6	192.168.10.17	42095	192.168.10.3	389	6	03.07.2017 08:57	512	11	4	172.0	326.0	79.0	0.0	15.636363636363637	31.449237597349565	163.0	0.0	81.5	94.108093877909	972656.25	29296.875	36.57142857142857	29.042976870398558	80.0	1.0	512.0	51.2	43.42503118402257	127.0	1.0	284.0	94.66666666666666	158.77447317920263	278.0	2.0	0	0	0	0	368	144	21484.375	7812.5	0.0	163.0	31.125000000000004	57.86060836182073	3347.8499999999995	0	0	0	1	0	0	0	0	0.0	33.2	15.636363636363637	81.5	368	0	0	0	0	0	0	11	172	4	326	29200	2081	4	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.17-88-35497-6	192.168.10.17	35497	192.168.10.3	88	6	03.07.2017 08:57	1100	10	6	3150.0	3152.0	1575.0	0.0	315.00000000000006	632.5616351172605	1576.0	0.0	525.3333333333333	813.8429004830518	5729090.909090909	14545.454545454544	73.33333333333333	220.30909023028357	867.0	1.0	1100.0	122.22222222222223	301.09623784505254	922.0	1.0	1026.0	205.2	375.2988142800347	867.0	1.0	0	0	0	0	336	208	9090.90909090909	5454.545454545454	0.0	1576.0	370.7058823529412	671.9757031234353	451551.3455882353	0	0	0	1	0	0	0	0	0.0	393.875	315.0	525.3333333333334	336	0	0	0	0	0	0	10	3150	6	3152	29200	2081	3	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.17-389-42096-6	192.168.10.17	42096	192.168.10.3	389	6	03.07.2017 08:57	15745	17	13	3452.0	6666.0	1313.0	0.0	203.0588235294117	425.7784738846357	3069.0	0.0	512.7692307692307	948.1720267481487	642616.7037154653	1905.366783105748	542.9310344827588	2557.7469707737832	13828.0	1.0	15745.0	984.0624999999999	3431.5068695593973	13828.0	1.0	15655.0	1304.5833333333335	4144.950717073691	14460.0	1.0	0	0	0	0	560	408	1079.707843759924	825.6589393458241	0.0	3069.0	326.3870967741936	695.3573027549389	483521.7784946238	0	0	0	1	0	0	0	0	0.0	337.26666666666665	203.05882352941177	512.7692307692307	560	0	0	0	0	0	0	17	3452	13	6666	29200	0	10	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.17-88-35499-6	192.168.10.17	35499	192.168.10.3	88	6	03.07.2017 08:57	1135	9	6	3150.0	3150.0	1575.0	0.0	350.0	694.5097191544551	1575.0	0.0	525.0	813.3265027035576	5550660.792951542	13215.859030837006	81.07142857142856	226.61097274190618	864.0	1.0	1135.0	141.875	324.6256910438764	942.0	3.0	1049.0	209.8	373.421611586689	864.0	1.0	0	0	0	0	304	208	7929.515418502203	5286.343612334802	0.0	1575.0	393.75	704.3614129124337	496125.0	0	0	0	1	0	0	0	0	0.0	420.0	350.0	525.0	304	0	0	0	0	0	0	9	3150	6	3150	29200	2081	2	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.17-389-42102-6	192.168.10.17	42102	192.168.10.3	389	6	03.07.2017 08:57	425	10	4	165.0	326.0	79.0	0.0	16.maj	33.01262384805748	163.0	0.0	81.5	94.108093877909	1155294.1176470588	32941.17647058824	32.69230769230769	25.137570206713217	78.0	1.0	425.0	47.22222222222222	44.971595973952766	140.0	1.0	262.0	87.33333333333333	109.43643512712453	211.0	3.0	0	0	0	0	336	144	23529.411764705885	9411.764705882353	0.0	163.0	32.73333333333334	59.52006464410211	3542.6380952380946	0	0	0	1	0	0	0	0	0.0	35.07142857142857	16.maj	81.5	336	0	0	0	0	0	0	10	165	4	326	29200	2081	3	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.17-389-42102-6	192.168.10.17	42102	192.168.10.3	389	6	03.07.2017 08:57	1	2	0	7.0	0.0	7.0	0.0	03.maj	4.949747468305833	0	0	0	0	7000000.0	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	1	0	0	0	64	0	2000000.0	0.0	0.0	7.0	4.666666666666666	4.041451884327381	16.333333333333336	0	1	0	0	1	0	0	0	0.0	7.0	03.maj	0.0	64	0	0	0	0	0	0	2	7	0	0	237	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.17-88-35504-6	192.168.10.17	35504	192.168.10.3	88	6	03.07.2017 08:57	1122	10	6	3150.0	3152.0	1575.0	0.0	315.00000000000006	632.5616351172605	1576.0	0.0	525.3333333333333	813.8429004830518	5616755.793226382	14260.249554367201	74.80000000000001	212.52838465888334	839.0	1.0	1122.0	124.66666666666667	281.8731984421364	872.0	1.0	996.0	199.2	363.03057722456384	839.0	2.0	0	0	0	0	336	208	8912.655971479502	5347.593582887701	0.0	1576.0	370.7058823529412	671.9757031234353	451551.3455882353	0	0	0	1	0	0	0	0	0.0	393.875	315.0	525.3333333333334	336	0	0	0	0	0	0	10	3150	6	3152	29200	2081	3	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.50-389-55724-6	192.168.10.50	55724	192.168.10.3	389	6	03.07.2017 08:57	625	11	4	172.0	326.0	79.0	0.0	15.636363636363637	31.449237597349565	163.0	0.0	81.5	94.108093877909	796800.0	24000.0	44.642857142857146	36.19733764722556	128.0	1.0	625.0	62.49999999999999	44.895557810446135	128.0	1.0	369.0	123.0	207.84609690826528	363.0	3.0	0	0	0	0	368	144	17600.0	6400.0	0.0	163.0	31.125000000000004	57.86060836182073	3347.8499999999995	0	0	0	1	0	0	0	0	0.0	33.2	15.636363636363637	81.5	368	0	0	0	0	0	0	11	172	4	326	29200	2081	4	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.50-88-37142-6	192.168.10.50	37142	192.168.10.3	88	6	03.07.2017 08:57	1155	9	6	3226.0	3232.0	1613.0	0.0	358.44444444444446	711.2661441245308	1616.0	0.0	538.6666666666666	834.4988116628247	5591341.991341991	12987.012987012988	82.50000000000001	196.30931244810102	761.0	1.0	1155.0	144.375	302.6072124057852	891.0	1.0	1039.0	207.8	311.55208232332524	761.0	47.0	0	0	0	0	304	208	7792.207792207792	5194.805194805195	0.0	1616.0	403.625	722.0267654318641	521322.6500000001	0	0	0	1	0	0	0	0	0.0	430.53333333333336	358.44444444444446	538.6666666666666	304	0	0	0	0	0	0	9	3226	6	3232	29200	2081	2	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.50-389-55730-6	192.168.10.50	55730	192.168.10.3	389	6	03.07.2017 08:57	457	11	4	172.0	326.0	79.0	0.0	15.636363636363637	31.449237597349565	163.0	0.0	81.5	94.108093877909	1089715.5361050328	32822.75711159738	32.64285714285714	25.275732182523168	82.0	1.0	457.0	45.699999999999996	34.49653766845466	92.0	1.0	296.0	98.66666666666667	128.71026895059046	245.0	3.0	0	0	0	0	368	144	24070.021881838074	8752.7352297593	0.0	163.0	31.125000000000004	57.86060836182073	3347.8499999999995	0	0	0	1	0	0	0	0	0.0	33.2	15.636363636363637	81.5	368	0	0	0	0	0	0	11	172	4	326	29200	2081	4	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.50-88-37148-6	192.168.10.50	37148	192.168.10.3	88	6	03.07.2017 08:57	1175	9	6	3226.0	3232.0	1613.0	0.0	358.44444444444446	711.2661441245308	1616.0	0.0	538.6666666666666	834.4988116628247	5496170.212765957	12765.95744680851	83.92857142857143	210.59018323446438	811.0	-1.0	1175.0	146.875	309.23012119963806	910.0	1.0	1042.0	208.4	344.2249264652402	811.0	3.0	0	0	0	0	304	208	7659.574468085106	5106.382978723404	0.0	1616.0	403.625	722.0267654318641	521322.6500000001	0	0	0	1	0	0	0	0	0.0	430.53333333333336	358.44444444444446	538.6666666666666	304	0	0	0	0	0	0	9	3226	6	3232	29200	260	2	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.50-88-37152-6	192.168.10.50	37152	192.168.10.3	88	6	03.07.2017 08:58	54462	11	6	2868.0	2790.0	1430.0	0.0	260.72727272727275	578.1060613605589	1395.0	0.0	465.0	720.3749023945795	103888.95009364327	312.1442473651353	3403.8749999999995	13290.255913638382	53238.0	1.0	54462.0	5446.2	16833.59665008574	53349.0	1.0	54394.0	10878.8	23736.951177436415	53336.0	1.0	0	0	0	0	368	208	201.97568947155813	110.16855789357717	0.0	1430.0	314.3333333333333	604.0736223147561	364904.9411764706	0	0	0	1	0	0	0	0	0.0	332.8235294117647	260.72727272727275	465.0	368	0	0	0	0	0	0	11	2868	6	2790	29200	2075	4	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.50-88-37154-6	192.168.10.50	37154	192.168.10.3	88	6	03.07.2017 08:58	61588	11	6	2866.0	2676.0	1429.0	0.0	260.54545454545456	577.7015429503998	1338.0	0.0	446.0	690.9402289634032	89985.06202506983	276.02779762291357	3849.25	15210.007944332792	60886.0	0.0	61588.0	6158.799999999999	19254.312485489812	60956.0	0.0	61569.0	12313.8	27208.499181322	60985.0	1.0	0	0	0	0	368	208	178.60622199129702	97.42157563161655	0.0	1429.0	307.8888888888889	592.019563358081	350487.16339869285	0	0	0	1	0	0	0	0	0.0	326.0	260.54545454545456	446.0	368	0	0	0	0	0	0	11	2866	6	2676	29200	2075	4	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.50-389-55736-6	192.168.10.50	55736	192.168.10.3	389	6	03.07.2017 08:58	285298	22	12	5970.0	1138.0	2804.0	0.0	271.3636363636364	696.7888622923867	212.0	0.0	94.83333333333333	79.791584579434	24914.30013529713	119.17363598763399	8645.39393939394	42597.35276027974	242731.0	1.0	285298.0	13585.619047619046	53230.693988972365	242731.0	1.0	284295.0	25845.0	85287.17028252257	282995.0	3.0	0	0	0	0	720	400	77.11235269788081	42.06128328975317	0.0	2804.0	203.0857142857143	557.0476466804872	310302.0806722689	0	0	0	1	0	0	0	0	0.0	209.05882352941177	271.3636363636364	94.83333333333333	720	0	0	0	0	0	0	22	5970	12	1138	29200	2081	11	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.9-49666-1044-6	192.168.10.9	1044	192.168.10.3	49666	6	03.07.2017 08:56	66026109	39	34	12254.0	6204.0	1793.0	0.0	314.2051282051281	495.92737050410386	348.0	0.0	182.47058823529414	120.92628240130875	279.5560768240939	1.1056232315613206	917029.2916666666	6148586.256205461	5.1448528E7	1.0	6.6026109E7	1737529.1842105263	8430941.980062116	5.1448528E7	3.0	1.436086E7	435177.57575757575	1743332.609929489	7778632.0	3.0	0	0	0	0	804	704	0.5906754250807055	0.5149478064806151	0.0	1793.0	249.43243243243256	373.9227112682799	139818.1940022214	0	0	0	1	0	0	0	0	0.0	252.84931506849315	314.20512820512823	182.47058823529412	804	0	0	0	0	0	0	39	12254	34	6204	8192	2053	37	20	219753.5	8215.873690606495	225563.0	213944.0	6960254.5	857916.3941576708	7566893.0	6353616.0	BENIGN
192.168.10.3-192.168.10.9-49666-1044-6	192.168.10.9	1044	192.168.10.3	49666	6	03.07.2017 08:58	71	1	1	6.0	6.0	6.0	6.0	6.0	0.0	6.0	6.0	6.0	0.0	169014.08450704225	28169.014084507042	71.0	0.0	71.0	71.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	14084.507042253521	14084.507042253521	6.0	6.0	6.0	0.0	0.0	0	0	0	0	1	1	0	0	1.0	9.0	6.0	6.0	20	0	0	0	0	0	0	1	6	1	6	251	2053	0	20	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.12-3268-34936-6	192.168.10.12	34936	192.168.10.3	3268	6	03.07.2017 08:57	59002797	17	11	3298.0	6654.0	1293.0	0.0	194.0	422.12305670266346	3069.0	0.0	604.9090909090908	1009.0265065443479	168.66997000159162	0.47455377412023364	2185288.777777778	1.1343836893981742E7	5.8946457E7	1.0	5.9002797E7	3687674.8125	1.473567903871317E7	5.8946457E7	1.0	15124.0	1512.3999999999999	4428.921694699261	14112.0	3.0	0	0	0	0	560	368	0.2881219342872847	0.18643183983294892	0.0	3069.0	343.1724137931034	714.1922544768179	510070.5763546797	0	0	0	1	0	0	0	0	0.0	355.42857142857144	194.0	604.9090909090909	560	0	0	0	0	0	0	17	3298	11	6654	29200	2076	8	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.12-88-60498-6	192.168.10.12	60498	192.168.10.3	88	6	03.07.2017 08:58	1151	9	6	3110.0	3108.0	1555.0	0.0	345.5555555555556	685.690548117573	1554.0	0.0	518.0	802.4821493341767	5402258.90529974	13032.145960034753	82.21428571428571	212.75055041831666	818.0	1.0	1151.0	143.875	344.0753395489341	991.0	1.0	1087.0	217.4	337.45488587365276	818.0	47.0	0	0	0	0	304	208	7819.287576020852	5212.858384013902	0.0	1555.0	388.625	695.1935821529615	483294.1166666665	0	0	0	1	0	0	0	0	0.0	414.53333333333336	345.55555555555554	518.0	304	0	0	0	0	0	0	9	3110	6	3108	29200	2081	2	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.12-389-56562-6	192.168.10.12	56562	192.168.10.3	389	6	03.07.2017 08:58	371	10	4	165.0	326.0	79.0	0.0	16.maj	33.01262384805748	163.0	0.0	81.5	94.108093877909	1323450.1347708895	37735.84905660377	28.538461538461547	21.053959978332603	49.0	1.0	371.0	41.22222222222222	34.72671082098684	100.0	1.0	219.0	73.0	84.32674546073743	167.0	4.0	0	0	0	0	336	144	26954.17789757412	10781.671159029649	0.0	163.0	32.73333333333334	59.52006464410211	3542.6380952380946	0	0	0	1	0	0	0	0	0.0	35.07142857142857	16.maj	81.5	336	0	0	0	0	0	0	10	165	4	326	29200	2081	3	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.12-389-56562-6	192.168.10.12	56562	192.168.10.3	389	6	03.07.2017 08:58	1	2	0	7.0	0.0	7.0	0.0	03.maj	4.949747468305833	0	0	0	0	7000000.0	2000000.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0	0	0	0	0	1	0	0	0	64	0	2000000.0	0.0	0.0	7.0	4.666666666666666	4.041451884327381	16.333333333333336	0	1	0	0	1	0	0	0	0.0	7.0	03.maj	0.0	64	0	0	0	0	0	0	2	7	0	0	237	-1	0	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.12-88-60504-6	192.168.10.12	60504	192.168.10.3	88	6	03.07.2017 08:58	1145	9	6	3108.0	3108.0	1554.0	0.0	345.3333333333333	685.2495895657289	1554.0	0.0	518.0	802.4821493341767	5428820.96069869	13100.436681222707	81.78571428571429	207.06304449515952	798.0	1.0	1145.0	143.125	301.4163885486559	887.0	1.0	1059.0	211.8	329.1081888984229	798.0	47.0	0	0	0	0	304	208	7860.2620087336245	5240.174672489083	0.0	1554.0	388.5	694.9699274069346	482983.2	0	0	0	1	0	0	0	0	0.0	414.4	345.3333333333333	518.0	304	0	0	0	0	0	0	9	3108	6	3108	29200	260	2	32	0	0	0	0	0	0	0	0	BENIGN
192.168.10.3-192.168.10.12-389-56568-6	192.168.10.12	56568	192.168.10.3	389	6	03.07.2017 08:58	101567	21	12	5803.0	1138.0	2740.0	0.0	276.3333333333333	695.9338570103723	212.0	0.0	94.83333333333333	79.791584579434	68339.12589719101	324.9086809692124	3173.9687499999995	12306.138909908324	55595.0	1.0	101567.0	5078.35	15414.117036955033	55595.0	1.0	100772.0	9161.090909090908	30011.474873636405	99648.0	4.0	0	0	0	0	688	400	206.76006970768063	118.1486112615318	0.0	2740.0	204.14705882352945	551.8841079678332	304576.06862745096	0	0	0	1	0	0	0	0	0.0	210.33333333333334	276.3333333333333	94.83333333333333	688	0	0	0	0	0	0	21	5803	12	1138	29200	2081	10	32	0	0	0	0	0	0	0	0	BENIGN
